,hex_name,short_name,polys,lines,centroids,label_loc,long,lat
2496,835354fffffffff,835354,"POLYGON ((24.919828712557948 45.552414509990655, 24.295311259870843 45.40152686947288, 23.876899753404473 45.88061298215737, 24.078962606113308 46.50690050341098, 24.698053174996026 46.662153301178826, 25.120502934344824 46.18683077690892, 24.919828712557948 45.552414509990655))","LINESTRING (24.919828712557948 45.552414509990655, 24.295311259870843 45.40152686947288, 23.876899753404473 45.88061298215737, 24.078962606113308 46.50690050341098, 24.698053174996026 46.662153301178826, 25.120502934344824 46.18683077690892, 24.919828712557948 45.552414509990655)",POINT (24.49923636809775 46.03090425186451),"(24.499185378615678, 46.03372187953315)",24.499185378615678,46.03372187953315
2497,8343abfffffffff,8343ab,"POLYGON ((24.55441339286325 57.278762150527186, 24.074175163067 57.68586544618247, 24.10448259086087 58.352015930170786, 24.61795636678699 58.620492916117506, 25.10513932447103 58.21471594144735, 25.071862472275384 57.53902976133647, 24.55441339286325 57.278762150527186))","LINESTRING (24.55441339286325 57.278762150527186, 24.074175163067 57.68586544618247, 24.10448259086087 58.352015930170786, 24.61795636678699 58.620492916117506, 25.10513932447103 58.21471594144735, 25.071862472275384 57.53902976133647, 24.55441339286325 57.278762150527186)",POINT (24.58947110921715 57.94884976046952),"(24.589161101718275, 57.95029069381491)",24.589161101718275,57.95029069381491
2498,833e5efffffffff,833e5e,"POLYGON ((24.987838864839354 30.693034202368555, 24.316034022932545 30.61903848133538, 23.92633299465135 31.214237668131595, 24.204098684066494 31.884148375845406, 24.873366129048478 31.965453515813344, 25.26743951111535 31.369588583669792, 24.987838864839354 30.693034202368555))","LINESTRING (24.987838864839354 30.693034202368555, 24.316034022932545 30.61903848133538, 23.92633299465135 31.214237668131595, 24.204098684066494 31.884148375845406, 24.873366129048478 31.965453515813344, 25.26743951111535 31.369588583669792, 24.987838864839354 30.693034202368555)",POINT (24.59692854342181 31.29055119190455),"(24.596939049326483, 31.29191312590069)",24.596939049326483,31.29191312590069
2499,835341fffffffff,835341,"POLYGON ((25.03076489171521 49.60160584546023, 24.425897348983156 49.43426234133949, 24.005533373085687 49.87415775515322, 24.186383618585516 50.47687930449399, 24.785413840854247 50.64760846071287, 25.209415675596052 50.212304414710104, 25.03076489171521 49.60160584546023))","LINESTRING (25.03076489171521 49.60160584546023, 24.425897348983156 49.43426234133949, 24.005533373085687 49.87415775515322, 24.186383618585516 50.47687930449399, 24.785413840854247 50.64760846071287, 25.209415675596052 50.212304414710104, 25.03076489171521 49.60160584546023)",POINT (24.60816858408553 50.04023594899255),"(24.608110317778618, 50.04323108493166)",24.608110317778618,50.04323108493166
2500,835311fffffffff,835311,"POLYGON ((25.051614058133957 38.93914361554637, 24.4007814343698 38.819479082709634, 23.99038923255697 39.3573967699312, 24.226429398901182 40.01303721845654, 24.872879893475492 40.13858369534422, 25.287686405808955 39.60268124549854, 25.051614058133957 38.93914361554637))","LINESTRING (25.051614058133957 38.93914361554637, 24.4007814343698 38.819479082709634, 23.99038923255697 39.3573967699312, 24.226429398901182 40.01303721845654, 24.872879893475492 40.13858369534422, 25.287686405808955 39.60268124549854, 25.051614058133957 38.93914361554637)",POINT (24.6393300151462 39.47771815804161),"(24.6392975915481, 39.480039007714865)",24.6392975915481,39.480039007714865
2501,8342eefffffffff,8342ee,"POLYGON ((24.686879415655643 69.66817201562758, 24.165754508526256 69.99854548909617, 24.141449584441826 70.69173248086472, 24.63790263963741 71.06502875478755, 25.16484486434551 70.74049887815605, 25.18952227674073 70.0366968214463, 24.686879415655643 69.66817201562758))","LINESTRING (24.686879415655643 69.66817201562758, 24.165754508526256 69.99854548909617, 24.141449584441826 70.69173248086472, 24.63790263963741 71.06502875478755, 25.16484486434551 70.74049887815605, 25.18952227674073 70.0366968214463, 24.686879415655643 69.66817201562758)",POINT (24.665925731656095 70.3668129089396),"(24.665485861543942, 70.3642146511555)",24.665485861543942,70.3642146511555
2502,834232fffffffff,834232,"POLYGON ((24.645423733598466 59.295987229404346, 24.156707508490797 59.693306006698016, 24.17853625643187 60.36811543886133, 24.69151866809192 60.655391627340705, 25.187115186257923 60.260164950091784, 25.162814015472392 59.57545541053226, 24.645423733598466 59.295987229404346))","LINESTRING (24.645423733598466 59.295987229404346, 24.156707508490797 59.693306006698016, 24.17853625643187 60.36811543886133, 24.69151866809192 60.655391627340705, 25.187115186257923 60.260164950091784, 25.162814015472392 59.57545541053226, 24.645423733598466 59.295987229404346)",POINT (24.67183927417384 59.97505770043258),"(24.671465910659087, 59.9767354783949)",24.671465910659087,59.9767354783949
2503,833e53fffffffff,833e53,"POLYGON ((25.09196636262812 29.411942070740825, 24.417952420617986 29.345430245085467, 24.032117191579914 29.94840254312118, 24.316034022932545 30.61903848133538, 24.987838864839354 30.693034202368555, 25.377972556056246 30.088955105471204, 25.09196636262812 29.411942070740825))","LINESTRING (25.09196636262812 29.411942070740825, 24.417952420617986 29.345430245085467, 24.032117191579914 29.94840254312118, 24.316034022932545 30.61903848133538, 24.987838864839354 30.693034202368555, 25.377972556056246 30.088955105471204, 25.09196636262812 29.411942070740825)",POINT (24.70506126843533 30.01748827667285),"(24.70507655521299, 30.01867882429619)",24.70507655521299,30.01867882429619
2504,835309fffffffff,835309,"POLYGON ((25.136196991972326 44.42364113128483, 24.506401168729383 44.277407375094256, 24.088011889312828 44.768067840215515, 24.295311259870843 45.40152686947288, 24.919828712557948 45.552414509990655, 25.342323570681646 45.06526728934832, 25.136196991972326 44.42364113128483))","LINESTRING (25.136196991972326 44.42364113128483, 24.506401168729383 44.277407375094256, 24.088011889312828 44.768067840215515, 24.295311259870843 45.40152686947288, 24.919828712557948 45.552414509990655, 25.342323570681646 45.06526728934832, 25.136196991972326 44.42364113128483)",POINT (24.71566746644858 44.91390614229721),"(24.715613034308923, 44.91666756478192)",24.715613034308923,44.91666756478192
2505,8342e0fffffffff,8342e0,"POLYGON ((24.736058777617643 67.57290694159948, 24.219829752586698 67.91882286151136, 24.20494975851391 68.6118876926189, 24.706515824727212 68.96954002385127, 25.2288698995139 68.62876879050627, 25.243529713894397 67.92506775868289, 24.736058777617643 67.57290694159948))","LINESTRING (24.736058777617643 67.57290694159948, 24.219829752586698 67.91882286151136, 24.20494975851391 68.6118876926189, 24.706515824727212 68.96954002385127, 25.2288698995139 68.62876879050627, 25.243529713894397 67.92506775868289, 24.736058777617643 67.57290694159948)",POINT (24.724824320551306 68.27126040342344),"(24.724349180528456, 68.26847772565088)",24.724349180528456,68.26847772565088
2506,834215fffffffff,834215,"POLYGON ((24.71006186128926 61.338951099072546, 24.213424475876398 61.725204578470034, 24.22641174483145 62.4071285892065, 24.7379510064541 62.71287642336126, 25.24135471391834 62.32949193002958, 25.22642498182882 61.63736877357023, 24.71006186128926 61.338951099072546))","LINESTRING (24.71006186128926 61.338951099072546, 24.213424475876398 61.725204578470034, 24.22641174483145 62.4071285892065, 24.7379510064541 62.71287642336126, 25.24135471391834 62.32949193002958, 25.22642498182882 61.63736877357023, 24.71006186128926 61.338951099072546)",POINT (24.727441848011388 62.02543879162086),"(24.727008005569083, 62.02734825424981)",24.727008005569083,62.02734825424981
2507,834219fffffffff,834219,"POLYGON ((24.756085681804695 65.48263483822323, 24.245614467327503 65.84311151045364, 24.240156256333805 66.53423359565859, 24.745966460653257 66.87532013341382, 25.262825293452245 66.51925125655274, 25.267474549615862 65.81755691501812, 24.756085681804695 65.48263483822323))","LINESTRING (24.756085681804695 65.48263483822323, 24.245614467327503 65.84311151045364, 24.240156256333805 66.53423359565859, 24.745966460653257 66.87532013341382, 25.262825293452245 66.51925125655274, 25.267474549615862 65.81755691501812, 24.756085681804695 65.48263483822323)",POINT (24.75454696755406 66.17883941308796),"(24.754004893206332, 66.18118138350319)",24.754004893206332,66.18118138350319
2508,83421cfffffffff,83421c,"POLYGON ((24.747230901926276 63.40286744706651, 24.24331486355569 63.776818532891404, 24.247177174423264 64.46420774309593, 24.75632109939871 64.78794363413328, 25.266839095995138 64.41763759295412, 25.261591153190224 63.71982318098801, 24.747230901926276 63.40286744706651))","LINESTRING (24.747230901926276 63.40286744706651, 24.24331486355569 63.776818532891404, 24.247177174423264 64.46420774309593, 24.75632109939871 64.78794363413328, 25.266839095995138 64.41763759295412, 25.261591153190224 63.71982318098801, 24.747230901926276 63.40286744706651)",POINT (24.755262753182496 64.0950959376304),"(24.75477231354812, 64.09722806292277)",24.75477231354812,64.09722806292277
2509,8343a4fffffffff,8343a4,"POLYGON ((24.706441323747857 52.26654354996588, 24.24723424609681 52.69599447743163, 24.298727448112903 53.33875823823425, 24.813486059369698 53.560489272605416, 25.27963488673309 53.13052302673599, 25.224029603289427 52.47925973376303, 24.706441323747857 52.26654354996588))","LINESTRING (24.706441323747857 52.26654354996588, 24.24723424609681 52.69599447743163, 24.298727448112903 53.33875823823425, 24.813486059369698 53.560489272605416, 25.27963488673309 53.13052302673599, 25.224029603289427 52.47925973376303, 24.706441323747857 52.26654354996588)",POINT (24.763008069436314 52.91240783849526),"(24.762862240539604, 52.91325875208381)",24.762862240539604,52.91325875208381
